CJ_HeightDiff,CJ_Gracew,CJ_Fw,CJ_Sw,CJ_Dw,CJ_Frame,CJ_PosZ,CJ_PosX,,SJ_HeightDiff,SJ_Gracew,SJ_Fw,SJ_Frame,SJ_PosZ,SJ_PosX,,
-4510,11,85,85,127,385,-4575.992878,3252.350667,,-4510,11,144,275,-4570.214795,3368.670083,,116.3194167
-4520,11,86,86,126,386,-4585.460128,3254.737667,,-4520,11,145,275,-4580.631462,3371.711833,,116.9741667
-4530,11,83,87,126,386,-4595.357461,3256.887,,-4530,11,146,275,-4591.881462,3374.753583,,117.8665833
-4540,11,84,86,127,386,-4605.367878,3260.092,,-4540,11,147,275,-4603.964795,3377.795333,,117.7033333
-4550,11,85,87,126,387,-4614.835128,3262.479,,-4550,11,144,276,-4609.641128,3378.961667,,116.4826667
-4560,11,84,84,128,386,-4625.213128,3265.446333,,-4560,11,145,276,-4619.641128,3382.003417,,116.5570833
-4570,11,83,87,127,387,-4635.992878,3267.833333,,-4570,11,146,276,-4630.474462,3385.045167,,117.2118333
-4580,11,85,85,128,387,-4645.524128,3271.038333,,-4580,11,147,276,-4642.141128,3388.086917,,117.0485833
-4590,11,85,87,127,388,-4655.470545,3273.425333,,-4590,11,148,276,-4654.641128,3391.128667,,117.7033333
-4600,11,86,88,126,389,-4665.771128,3275.812333,,-4600,11,145,277,-4659.067462,3392.295,,116.4826667
-4610,11,84,86,128,388,-4675.315795,3278.779667,,-4610,11,146,277,-4669.484128,3395.33675,,116.5570833
-4620,11,85,87,127,389,-4684.428878,3281.166667,,-4620,11,147,277,-4680.734128,3398.3785,,117.2118333
-4630,11,86,86,128,389,-4695.626795,3284.371667,,-4630,11,148,277,-4692.817462,3401.42025,,117.0485833
-4640,11,87,87,127,390,-4705.573212,3286.758667,,-4640,11,149,277,-4705.734128,3404.462,,117.7033333
-4650,11,85,85,129,389,-4715.826211,3289.726,,-4650,11,146,278,-4708.910462,3405.628333,,115.9023333
-4660,11,85,87,128,390,-4725.418461,3292.113,,-4660,11,147,278,-4719.743795,3408.670083,,116.5570833
-4670,11,86,88,127,391,-4735.364878,3294.5,,-4670,11,148,278,-4731.410462,3411.711833,,117.2118333
-4680,11,85,85,129,390,-4745.201211,3297.467333,,-4680,11,149,278,-4743.910462,3414.753583,,117.28625
-4690,11,85,87,128,391,-4754.793461,3299.854333,,-4690,11,146,279,-4748.753462,3415.919917,,116.0655833
-4700,11,86,86,129,391,-4765.928878,3303.059333,,-4700,11,147,279,-4759.170128,3418.961667,,115.9023333
-4710,11,87,87,128,392,-4775.521128,3305.446333,,-4710,11,148,279,-4770.420128,3422.003417,,116.5570833
-4720,11,85,87,128,392,-4784.585128,3307.595667,,-4720,11,149,279,-4782.503462,3425.045167,,117.4495
-4730,11,86,86,129,392,-4795.303878,3310.800667,,-4730,11,150,279,-4795.420128,3428.086917,,117.28625
-4740,11,86,88,128,393,-4805.729461,3313.187667,,-4740,11,147,280,-4799.013128,3429.25325,,116.0655833
-4750,11,88,88,127,394,-4815.675878,3315.574667,,-4750,11,148,280,-4809.846462,3432.295,,116.7203333
-4760,11,85,87,129,393,-4825.928878,3318.542,,-4760,11,149,280,-4821.513128,3435.33675,,116.79475
-4770,11,86,88,128,394,-4835.521128,3320.929,,-4770,11,150,280,-4834.013128,3438.3785,,117.4495
-4780,11,87,86,131,393,-4845.980211,3323.877333,,-4780,11,147,281,-4839.272795,3439.544833,,115.6675
-4790,11,86,86,129,394,-4855.303878,3326.283333,,-4790,11,148,281,-4849.689462,3442.586583,,116.30325
-4800,11,86,88,128,395,-4865.729461,3328.670333,,-4800,11,149,281,-4860.939462,3445.628333,,116.958
-4810,11,86,87,131,394,-4875.355211,3331.618667,,-4810,11,150,281,-4873.022795,3448.670083,,117.0514167
-4820,11,86,86,129,395,-4885.928878,3334.024667,,-4820,11,151,281,-4885.939462,3451.711833,,117.6871667
-4830,11,87,87,128,396,-4895.521128,3336.411667,,-4830,11,148,282,-4889.949128,3452.878167,,116.4665
-4840,11,85,88,131,395,-4905.980211,3339.36,,-4840,11,149,282,-4900.782462,3455.919917,,116.5599167
-4850,11,86,89,130,396,-4915.280795,3341.747,,-4850,11,150,282,-4912.449128,3458.961667,,117.2146667
-4860,11,86,85,132,395,-4925.992128,3344.714333,,-4860,11,151,282,-4924.949128,3462.003417,,117.2890833
-4870,11,85,88,131,396,-4935.771878,3347.101333,,-4870,11,148,283,-4930.625462,3463.16975,,116.0684167
-4880,11,86,89,130,397,-4945.072462,3349.488333,,-4880,11,149,283,-4941.042128,3466.2115,,116.7231667
-4890,11,88,87,131,397,-4955.666212,3352.693333,,-4890,11,150,283,-4952.292128,3469.25325,,116.5599167
-4900,11,89,88,130,398,-4965.800128,3355.080333,,-4900,11,151,283,-4964.375462,3472.295,,117.2146667
-4910,11,86,89,130,398,-4975.280795,3357.229667,,-4910,11,148,284,-4971.718462,3473.461333,,116.2316667
-4920,11,87,88,131,398,-4985.874545,3360.434667,,-4920,11,149,284,-4981.718462,3476.503083,,116.0684167
-4930,11,89,88,130,399,-4995.591795,3362.821667,,-4930,11,150,284,-4992.551795,3479.544833,,116.7231667
-4940,11,86,89,130,399,-5005.905795,3364.971,,-4940,11,151,284,-5004.218462,3482.586583,,117.6155833
-4950,11,88,87,131,399,-5015.666212,3368.176,,-4950,11,148,285,-5013.228128,3483.752917,,115.5769167
-4960,11,89,88,130,400,-5025.800128,3370.563,,-4960,11,149,285,-5022.811462,3486.794667,,116.2316667
-4970,11,87,88,130,400,-5035.697462,3372.712333,,-4970,11,150,285,-5033.228128,3489.836417,,117.1240833
-4980,11,86,88,133,399,-5045.781545,3375.660667,,-4980,11,151,285,-5044.478128,3492.878167,,117.2175
-4990,11,87,89,132,400,-5054.790462,3378.047667,,-4990,11,148,286,-5055.154462,3494.0445,,115.9968333
-5000,11,88,90,131,401,-5064.986878,3380.434667,,-5000,11,149,286,-5064.321128,3497.08625,,116.6515833
-5010,11,86,88,133,400,-5075.989878,3383.402,,-5010,11,150,286,-5074.321128,3500.128,,116.726
-5020,11,87,89,132,401,-5084.998795,3385.789,,-5020,11,151,286,-5085.154462,3503.16975,,117.38075
-5030,11,88,90,131,402,-5095.195212,3388.176,,-5030,11,151,286,-5085.154462,3503.16975,,114.99375
-5040,11,87,87,133,401,-5105.781545,3391.143333,,-5040,11,152,286,-5096.821128,3506.2115,,115.0681667
-5050,11,87,89,132,402,-5115.623795,3393.530333,,-5050,11,150,287,-5115.830795,3510.419583,,116.88925
-5060,11,88,90,131,403,-5125.820212,3395.917333,,-5060,11,154,286,-5122.654462,3512.295,,116.3776667
-5070,11,87,89,131,403,-5135.717545,3398.066667,,-5070,11,151,287,-5126.247462,3513.461333,,115.3946667
-5080,11,88,88,132,403,-5145.832128,3401.271667,,-5080,11,152,287,-5137.497462,3516.503083,,115.2314167
-5090,11,87,90,133,403,-5154.685545,3403.402,,-5090,11,153,287,-5149.580795,3519.544833,,116.1428333
-5100,11,89,88,134,403,-5165.925128,3406.607,,-5100,11,154,287,-5162.497462,3522.586583,,115.9795833
-5110,11,90,89,133,404,-5175.829878,3408.994,,-5110,11,151,288,-5167.757128,3523.752917,,114.7589167
-5120,11,87,90,133,404,-5185.310545,3411.143333,,-5120,11,152,288,-5178.590462,3526.794667,,115.6513333
-5130,11,88,91,132,405,-5195.569462,3413.530333,,-5130,11,153,288,-5190.257128,3529.836417,,116.3060833
-5140,11,88,87,134,404,-5205.614128,3416.497667,,-5140,11,154,288,-5202.757128,3532.878167,,116.3805
-5150,11,88,89,133,405,-5215.102212,3418.884667,,-5150,11,151,289,-5209.683462,3534.0445,,115.1598333
-5160,11,89,90,132,406,-5225.361128,3421.271667,,-5160,11,152,289,-5220.100128,3537.08625,,115.8145833
-5170,11,89,89,135,405,-5235.903545,3424.22,,-5170,11,153,289,-5231.350128,3540.128,,115.908
-5180,11,90,90,134,406,-5245.870795,3426.607,,-5180,11,154,289,-5243.433462,3543.16975,,116.56275
-5190,11,87,91,134,406,-5255.768128,3428.756333,,-5190,11,151,290,-5252.026462,3544.336083,,115.57975
-5200,11,89,91,133,407,-5264.422878,3431.143333,,-5200,11,152,290,-5262.026462,3547.377833,,116.2345
-5210,11,88,88,135,406,-5275.175878,3434.110667,,-5210,11,153,290,-5272.859795,3550.419583,,116.3089167
-5220,11,88,90,134,407,-5285.143128,3436.497667,,-5220,11,154,290,-5284.526462,3553.461333,,116.9636667
-5230,11,89,91,133,408,-5295.464545,3438.884667,,-5230,11,151,291,-5294.786128,3554.627667,,115.743
-5240,11,88,90,133,408,-5305.361878,3441.034,,-5240,11,152,291,-5304.369462,3557.669417,,116.6354167
-5250,11,89,89,134,408,-5315.768128,3444.239,,-5250,11,153,291,-5314.786128,3560.711167,,116.4721667
-5260,11,88,91,135,408,-5324.913212,3446.369333,,-5260,11,157,290,-5324.526462,3562.586583,,116.21725
-5270,11,89,92,134,409,-5335.297128,3448.756333,,-5270,11,154,291,-5326.036128,3563.752917,,114.9965833
-5280,11,88,89,136,408,-5345.508462,3451.723667,,-5280,11,155,291,-5338.119462,3566.794667,,115.071
-5290,11,88,91,135,409,-5355.954878,3454.110667,,-5290,11,156,291,-5351.036128,3569.836417,,115.72575
-5300,11,90,91,134,410,-5365.088795,3456.497667,,-5300,11,157,291,-5364.786128,3572.878167,,116.3805
-5310,11,88,91,134,410,-5375.819462,3458.647,,-5310,11,154,292,-5367.962462,3574.0445,,115.3975
-5320,11,90,89,135,410,-5385.746545,3461.852,,-5320,11,155,292,-5379.629128,3577.08625,,115.23425
-5330,11,89,91,136,410,-5394.829128,3463.982333,,-5330,11,156,292,-5392.129128,3580.128,,116.1456667
-5340,11,90,92,135,411,-5405.275545,3466.369333,,-5340,11,157,292,-5405.462462,3583.16975,,116.8004167
-5350,11,89,89,137,410,-5415.778545,3469.336667,,-5350,11,154,293,-5410.305462,3584.336083,,114.9994167
-5360,11,89,91,136,411,-5425.870795,3471.723667,,-5360,11,155,293,-5421.555462,3587.377833,,115.6541667
-5370,11,91,91,135,412,-5435.483878,3474.110667,,-5370,11,156,293,-5433.638795,3590.419583,,116.3089167
-5380,11,89,91,135,412,-5445.381212,3476.26,,-5380,11,153,294,-5443.065128,3591.585917,,115.3259167
-5390,11,90,89,138,411,-5455.777795,3479.208333,,-5390,11,154,294,-5453.065128,3594.627667,,115.4193333
-5400,11,90,91,137,412,-5465.515878,3481.595333,,-5400,11,155,294,-5463.898462,3597.669417,,116.0740833
-5410,11,92,91,136,413,-5475.608128,3483.982333,,-5410,11,156,294,-5475.565128,3600.711167,,116.7288333
-5420,11,89,92,136,413,-5485.088795,3486.131667,,-5420,11,156,294,-5475.565128,3600.711167,,114.5795
-5430,11,90,93,135,414,-5495.951878,3488.518667,,-5430,11,157,294,-5488.065128,3603.752917,,115.23425
-5440,11,90,89,137,413,-5505.621545,3491.486,,-5440,11,158,294,-5501.398462,3606.794667,,115.3086667
-5450,11,90,91,136,414,-5515.713795,3493.873,,-5450,11,159,294,-5515.565128,3609.836417,,115.9634167
-5460,11,89,93,137,414,-5525.983878,3496.003333,,-5460,11,156,295,-5517.908128,3611.00275,,114.9994167
-5470,11,91,93,136,415,-5535.242795,3498.390333,,-5470,11,157,295,-5529.991462,3614.0445,,115.6541667
-5480,11,90,90,138,414,-5545.204128,3501.357667,,-5480,11,158,295,-5542.908128,3617.08625,,115.7285833
-5490,11,90,92,137,415,-5555.775545,3503.744667,,-5490,11,155,296,-5549.834462,3618.252583,,114.5079167
-5500,11,92,92,136,416,-5565.867795,3506.131667,,-5500,11,156,296,-5560.667795,3621.294333,,115.1626667
-5510,11,90,92,136,416,-5575.765128,3508.281,,-5510,11,157,296,-5572.334462,3624.336083,,116.0550833
-5520,11,90,91,139,415,-5585.974212,3511.229333,,-5520,11,158,296,-5584.834462,3627.377833,,116.1485
-5530,11,91,92,138,416,-5595.774795,3513.616333,,-5530,11,155,297,-5593.427462,3628.544167,,114.9278333
-5540,11,89,92,138,416,-5605.672128,3515.765667,,-5540,11,156,297,-5603.844128,3631.585917,,115.82025
-5550,11,90,93,137,417,-5615.826878,3518.152667,,-5550,11,157,297,-5615.094128,3634.627667,,116.475
-5560,11,92,93,136,418,-5625.919128,3520.539667,,-5560,11,157,297,-5615.094128,3634.627667,,114.088
-5570,11,90,90,140,416,-5635.329128,3523.250333,,-5570,11,158,297,-5627.177462,3637.669417,,114.4190833
-5580,11,90,92,139,417,-5645.192212,3525.637333,,-5580,11,159,297,-5640.094128,3640.711167,,115.0738333
-5590,11,91,93,138,418,-5655.409462,3528.024333,,-5590,11,160,297,-5653.844128,3643.752917,,115.7285833
-5600,11,93,93,137,419,-5665.980878,3530.411333,,-5600,11,157,298,-5658.270462,3644.91925,,114.5079167
-5610,11,91,93,137,419,-5675.044878,3532.560667,,-5610,11,158,298,-5669.937128,3647.961,,115.4003333
-5620,11,91,92,140,418,-5685.899795,3535.509,,-5620,11,159,298,-5682.437128,3651.00275,,115.49375
-5630,11,93,92,139,419,-5695.762878,3537.896,,-5630,11,160,298,-5695.770462,3654.0445,,116.1485
-5640,11,90,93,139,419,-5705.243545,3540.045333,,-5640,11,157,299,-5701.863462,3655.210833,,115.1655
-5650,11,91,94,138,420,-5715.877462,3542.432333,,-5650,11,158,299,-5713.113462,3658.252583,,115.82025
-5660,11,90,93,138,420,-5725.358128,3544.581667,,-5660,11,159,299,-5725.196795,3661.294333,,116.7126667
-5670,11,92,91,139,420,-5735.868545,3547.786667,,-5670,11,156,300,-5735.873128,3662.460667,,114.674
-5680,11,91,93,140,420,-5745.534462,3549.917,,-5680,11,157,300,-5745.873128,3665.502417,,115.5854167
-5690,11,93,93,139,421,-5755.397545,3552.304,,-5690,11,161,299,-5751.863462,3667.377833,,115.0738333
-5700,11,91,93,139,421,-5764.461545,3554.453333,,-5700,11,158,300,-5756.706462,3668.544167,,114.0908333
-5710,11,92,94,138,422,-5775.512128,3556.840333,,-5710,11,159,300,-5768.373128,3671.585917,,114.7455833
-5720,11,91,90,142,420,-5785.672128,3559.551,,-5720,11,160,300,-5780.873128,3674.627667,,115.0766667
-5730,11,91,92,141,421,-5794.826878,3561.938,,-5730,11,161,300,-5794.206462,3677.669417,,115.7314167
-5740,11,92,93,140,422,-5804.752462,3564.325,,-5740,11,158,301,-5800.716128,3678.83575,,114.51075
-5750,11,93,94,139,423,-5815.865545,3566.712,,-5750,11,159,301,-5811.966128,3681.8775,,115.1655
-5760,11,91,94,139,423,-5825.762878,3568.861333,,-5760,11,160,301,-5824.049462,3684.91925,,116.0579167
-5770,11,93,94,138,424,-5835.980128,3571.248333,,-5770,11,157,302,-5835.142462,3686.085583,,114.83725
-5780,11,91,91,142,422,-5845.306795,3573.959,,-5780,11,158,302,-5845.142462,3689.127333,,115.1683333
-5790,11,91,93,141,423,-5855.294878,3576.346,,-5790,11,159,302,-5855.975795,3692.169083,,115.8230833
-5800,11,92,94,140,424,-5865.637128,3578.733,,-5800,11,163,301,-5865.299462,3694.0445,,115.3115
-5810,11,91,93,140,424,-5875.534462,3580.882333,,-5810,11,160,302,-5867.642462,3695.210833,,114.3285
-5820,11,93,93,139,425,-5885.397545,3583.269333,,-5820,11,161,302,-5880.142462,3698.252583,,114.98325
-5830,11,93,92,142,424,-5895.877462,3586.217667,,-5830,11,162,302,-5893.475795,3701.294333,,115.0766667
-5840,11,91,92,142,424,-5905.774795,3588.367,,-5840,11,159,303,-5900.402128,3702.460667,,114.0936667
-5850,11,92,93,141,425,-5915.346212,3590.754,,-5850,11,160,303,-5911.652128,3705.502417,,114.7484167
-5860,11,94,93,140,426,-5925.688462,3593.141,,-5860,11,161,303,-5923.735462,3708.544167,,115.4031667
-5870,11,93,95,141,426,-5935.708545,3595.271333,,-5870,11,158,304,-5935.245128,3709.7105,,114.4391667
-5880,11,91,95,141,426,-5945.605878,3597.420667,,-5880,11,159,304,-5945.245128,3712.75225,,115.3315833
-5890,11,93,95,140,427,-5955.114795,3599.807667,,-5890,11,163,303,-5950.402128,3714.627667,,114.82
-5900,11,92,91,144,425,-5965.608128,3602.518333,,-5900,11,164,303,-5964.985462,3717.669417,,115.1510833
-5910,11,92,93,143,426,-5974.887878,3604.905333,,-5910,11,161,304,-5967.745128,3718.83575,,113.9304167
-5920,11,93,94,142,427,-5984.938462,3607.292333,,-5920,11,162,304,-5980.245128,3721.8775,,114.5851667
-5930,11,95,94,141,428,-5995.759878,3609.679333,,-5930,11,163,304,-5993.578462,3724.91925,,115.2399167
-5940,11,93,94,141,428,-6004.823878,3611.828667,,-5940,11,160,305,-6000.921462,3726.085583,,114.2569167
-5950,11,95,94,140,429,-6015.999462,3614.215667,,-5950,11,161,305,-6012.171462,3729.127333,,114.9116667
-5960,11,94,96,141,429,-6025.602878,3616.346,,-5960,11,162,305,-6024.254795,3732.169083,,115.8230833
-5970,11,93,93,143,428,-6035.355878,3619.313333,,-5970,11,162,305,-6024.254795,3732.169083,,112.85575
-5980,11,94,94,142,429,-6045.823128,3621.700333,,-5980,11,163,305,-6037.171462,3735.210833,,113.5105
-5990,11,93,93,142,429,-6055.720462,3623.849667,,-5990,11,164,305,-6050.921462,3738.252583,,114.4029167
-6000,11,92,95,143,429,-6065.198878,3625.98,,-6000,11,165,305,-6065.504795,3741.294333,,115.3143333
-6010,11,94,95,142,430,-6074.832795,3628.367,,-6010,11,162,306,-6068.681128,3742.460667,,114.0936667
-6020,11,92,95,142,430,-6085.563462,3630.516333,,-6020,11,163,306,-6081.181128,3745.502417,,114.9860833
-6030,11,94,95,141,431,-6095.551545,3632.903333,,-6030,11,164,306,-6094.514462,3748.544167,,115.6408333
-6040,11,93,97,142,431,-6105.925795,3635.033667,,-6040,11,161,307,-6102.274128,3749.7105,,114.6768333
-6050,11,92,94,144,430,-6115.970462,3638.001,,-6050,11,162,307,-6113.524128,3752.75225,,114.75125
-6060,11,94,94,143,431,-6125.250212,3640.388,,-6060,11,163,307,-6125.607462,3755.794,,115.406
-6070,11,93,93,143,431,-6135.980878,3642.537333,,-6070,11,163,307,-6125.607462,3755.794,,113.2566667
-6080,11,92,95,144,431,-6144.980128,3644.667667,,-6080,11,164,307,-6138.524128,3758.83575,,114.1680833
-6090,11,93,96,143,432,-6155.509878,3647.054667,,-6090,11,165,307,-6152.274128,3761.8775,,114.8228333
-6100,11,95,96,142,433,-6165.977128,3649.441667,,-6100,11,162,308,-6158.783795,3763.043833,,113.6021667
-6110,11,94,95,142,433,-6175.457795,3651.591,,-6110,11,163,308,-6170.450462,3766.085583,,114.4945833
-6120,11,94,94,145,432,-6185.791878,3654.539333,,-6120,11,164,308,-6182.950462,3769.127333,,114.588
-6130,11,93,93,145,432,-6195.689212,3656.688667,,-6130,11,161,309,-6194.043462,3770.293667,,113.605
-6140,11,94,94,144,433,-6205.448128,3659.075667,,-6140,11,162,309,-6204.460128,3773.335417,,114.25975
-6150,11,94,95,145,433,-6214.801545,3661.206,,-6150,11,163,309,-6215.710128,3776.377167,,115.1711667
-6160,11,95,96,144,434,-6225.810462,3663.593,,-6160,11,167,308,-6225.450462,3778.252583,,114.6595833
-6170,11,93,96,144,434,-6235.707795,3665.742333,,-6170,11,164,309,-6227.793462,3779.418917,,113.6765833
-6180,11,95,96,143,435,-6245.820878,3668.129333,,-6180,11,165,309,-6240.710128,3782.460667,,114.3313333
-6190,11,95,94,143,435,-6255.718212,3670.278667,,-6190,11,166,309,-6254.460128,3785.502417,,115.22375
-6200,11,93,97,144,435,-6265.550795,3672.409,,-6200,11,163,310,-6261.386462,3786.66875,,114.25975
-6210,11,95,97,143,436,-6275.663878,3674.796,,-6210,11,164,310,-6273.053128,3789.7105,,114.9145
-6220,11,93,94,147,434,-6285.823878,3677.506667,,-6220,11,165,310,-6285.553128,3792.75225,,115.2455833
-6230,11,94,95,146,435,-6295.291128,3679.893667,,-6230,11,165,310,-6285.553128,3792.75225,,112.8585833
-6240,11,95,96,145,436,-6305.945878,3682.280667,,-6240,11,166,310,-6298.886462,3795.794,,113.5133333
-6250,11,94,95,145,436,-6315.426545,3684.43,,-6250,11,167,310,-6313.053128,3798.83575,,114.40575
-6260,11,94,96,146,436,-6324.717462,3686.560333,,-6260,11,164,311,-6318.729462,3800.002083,,113.44175
-6270,11,95,97,145,437,-6335.788878,3688.947333,,-6270,11,165,311,-6330.812795,3803.043833,,114.0965
-6280,11,94,96,145,437,-6344.852878,3691.096667,,-6280,11,166,311,-6343.729462,3806.085583,,114.9889167
-6290,11,96,96,144,438,-6355.445128,3693.483667,,-6290,11,163,312,-6353.989128,3807.251917,,113.76825
-6300,11,96,97,145,438,-6364.798545,3695.614,,-6300,11,164,312,-6364.822462,3810.293667,,114.6796667
-6310,11,94,97,145,438,-6374.695878,3697.763333,,-6310,11,168,311,-6372.062795,3812.169083,,114.40575
-6320,11,96,97,144,439,-6385.288128,3700.150333,,-6320,11,165,312,-6376.489128,3813.335417,,113.1850833
-6330,11,94,94,148,437,-6395.614795,3702.861,,-6330,11,166,312,-6388.989128,3816.377167,,113.5161667
-6340,11,94,96,147,438,-6405.977878,3705.248,,-6340,11,167,312,-6402.322462,3819.418917,,114.1709167
-6350,11,96,96,146,439,-6415.861795,3707.635,,-6350,11,164,313,-6411.332128,3820.58525,,112.95025
-6360,11,95,95,146,439,-6425.759128,3709.784333,,-6360,11,165,313,-6422.582128,3823.627,,113.8426667
-6370,11,94,97,147,439,-6435.820878,3711.914667,,-6370,11,166,313,-6434.665462,3826.66875,,114.7540833
-6380,11,96,97,146,440,-6445.704795,3714.301667,,-6380,11,166,313,-6434.665462,3826.66875,,112.3670833
-6390,11,95,96,146,440,-6455.185462,3716.451,,-6390,11,167,313,-6447.582128,3829.7105,,113.2595
-6400,11,95,97,147,440,-6464.413878,3718.581333,,-6400,11,168,313,-6461.332128,3832.75225,,114.1709167
-6410,11,96,98,146,441,-6475.964462,3720.968333,,-6410,11,169,313,-6475.915462,3835.794,,114.8256667
-6420,11,95,97,146,441,-6485.028462,3723.117667,,-6420,11,166,314,-6480.758462,3836.960333,,113.8426667
-6430,11,95,95,146,441,-6495.759128,3725.267,,-6430,11,167,314,-6493.258462,3840.002083,,114.7350833
-6440,11,97,98,146,442,-6505.390795,3727.635,,-6440,11,164,315,-6505.601462,3841.168417,,113.5334167
-6450,11,95,98,146,442,-6515.288128,3729.784333,,-6450,11,168,314,-6506.591795,3843.043833,,113.2595
-6460,11,98,97,145,443,-6525.942878,3732.171333,,-6460,11,169,314,-6520.758462,3846.085583,,113.91425
-6470,11,95,95,149,441,-6535.602878,3734.882,,-6470,11,170,314,-6535.758462,3849.127333,,114.2453333
-6480,11,96,96,148,442,-6545.611795,3737.269,,-6480,11,167,315,-6539.351462,3850.293667,,113.0246667
-6490,11,97,96,149,442,-6555.965212,3739.399333,,-6490,11,168,315,-6552.268128,3853.335417,,113.9360833
-6500,11,95,96,149,442,-6565.029212,3741.548667,,-6500,11,165,316,-6563.361128,3854.50175,,112.9530833
-6510,11,96,97,148,443,-6575.454795,3743.935667,,-6510,11,166,316,-6574.194462,3857.5435,,113.6078333
-6520,11,95,96,148,443,-6585.768795,3746.085,,-6520,11,167,316,-6585.861128,3860.58525,,114.50025
-6530,11,95,97,149,443,-6594.872212,3748.215333,,-6530,11,167,316,-6585.861128,3860.58525,,112.3699167
-6540,11,96,98,148,444,-6605.714462,3750.602333,,-6540,11,168,316,-6598.361128,3863.627,,113.0246667
-6550,11,95,97,148,444,-6615.611795,3752.751667,,-6550,11,169,316,-6611.694462,3866.66875,,113.9170833
-6560,11,97,97,147,445,-6625.974878,3755.138667,,-6560,11,170,316,-6625.861128,3869.7105,,114.5718333
-6570,11,97,98,148,445,-6635.140795,3757.269,,-6570,11,167,317,-6632.787462,3870.876833,,113.6078333
-6580,11,95,98,148,445,-6645.871462,3759.418333,,-6580,11,168,317,-6644.870795,3873.918583,,114.50025
-6590,11,98,97,147,446,-6655.817878,3761.805333,,-6590,11,168,317,-6644.870795,3873.918583,,112.11325
-6600,11,97,99,148,446,-6665.817128,3763.935667,,-6600,11,169,317,-6657.787462,3876.960333,,113.0246667
-6610,11,96,98,148,446,-6674.881128,3766.085,,-6610,11,170,317,-6671.537462,3880.002083,,113.9170833
-6620,11,96,96,148,446,-6685.611795,3768.234333,,-6620,11,167,318,-6680.130462,3881.168417,,112.9340833
-6630,11,98,99,148,447,-6695.660128,3770.602333,,-6630,11,168,318,-6691.797128,3884.210167,,113.6078333
-6640,11,96,99,148,447,-6705.557462,3772.751667,,-6640,11,169,318,-6704.297128,3887.251917,,114.50025
-6650,11,96,97,148,447,-6715.454795,3774.901,,-6650,11,169,318,-6704.297128,3887.251917,,112.3509167
-6660,11,99,99,148,448,-6725.919795,3777.269,,-6660,11,170,318,-6717.630462,3890.293667,,113.0246667
-6670,11,97,99,148,448,-6734.983795,3779.418333,,-6670,11,171,318,-6731.797128,3893.335417,,113.9170833
-6680,11,96,98,148,448,-6745.714462,3781.567667,,-6680,11,168,319,-6739.140128,3894.50175,,112.9340833
-6690,11,97,96,151,447,-6755.756878,3784.516,,-6690,11,169,319,-6751.223462,3897.5435,,113.0275
-6700,11,98,99,148,449,-6764.826795,3786.085,,-6700,11,170,319,-6764.140128,3900.58525,,114.50025
-6710,11,96,96,152,447,-6775.820128,3788.795667,,-6710,11,170,319,-6764.140128,3900.58525,,111.7895833
-6720,11,97,97,151,448,-6785.599878,3791.182667,,-6720,11,171,319,-6777.890128,3903.627,,112.4443333
-6730,11,98,100,148,450,-6795.919795,3792.751667,,-6730,11,172,319,-6792.473462,3906.66875,,113.9170833
-6740,11,96,97,152,448,-6805.663128,3795.462333,,-6740,11,169,320,-6798.566462,3907.835083,,112.37275
-6750,11,97,98,151,449,-6815.859545,3797.849333,,-6750,11,170,320,-6811.066462,3910.876833,,113.0275
-6760,11,97,96,151,449,-6825.756878,3799.998667,,-6760,11,171,320,-6824.399795,3913.918583,,113.9199167
-6770,11,96,98,152,449,-6835.922795,3802.129,,-6770,11,168,321,-6835.076128,3915.084917,,112.9559167
-6780,11,98,98,151,450,-6845.702545,3804.516,,-6780,11,172,320,-6838.566462,3916.960333,,112.4443333
-6790,11,97,97,151,450,-6855.599878,3806.665333,,-6790,11,173,320,-6853.566462,3920.002083,,113.33675
-6800,11,97,98,152,450,-6865.349128,3808.795667,,-6800,11,170,321,-6858.409462,3921.168417,,112.37275
-6810,11,99,98,151,451,-6875.962212,3811.182667,,-6810,11,171,321,-6871.326128,3924.210167,,113.0275
-6820,11,97,98,151,451,-6885.859545,3813.332,,-6820,11,172,321,-6885.076128,3927.251917,,113.9199167
-6830,11,98,98,152,451,-6895.192128,3815.462333,,-6830,11,169,322,-6894.502462,3928.41825,,112.9559167
-6840,11,96,98,152,451,-6905.922795,3817.611667,,-6840,11,173,321,-6899.659462,3930.293667,,112.682
-6850,11,98,98,151,452,-6915.702545,3819.998667,,-6850,11,174,321,-6915.076128,3933.335417,,113.33675
-6860,11,98,99,152,452,-6925.868462,3822.129,,-6860,11,171,322,-6918.669128,3934.50175,,112.37275
-6870,11,97,98,152,452,-6935.349128,3824.278333,,-6870,11,172,322,-6932.002462,3937.5435,,113.2651667
-6880,11,99,98,151,453,-6945.962212,3826.665333,,-6880,11,169,323,-6943.095462,3938.709833,,112.0445
-6890,11,96,98,153,452,-6955.766545,3828.558,,-6890,11,170,323,-6954.345462,3941.751583,,113.1935833
-6900,11,98,98,152,453,-6965.192128,3830.945,,-6900,11,174,322,-6961.169128,3943.627,,112.682
-6910,11,98,99,153,453,-6975.712212,3833.075333,,-6910,11,171,323,-6966.428795,3944.793333,,111.718
-6920,11,97,98,153,453,-6985.192878,3835.224667,,-6920,11,172,323,-6979.345462,3947.835083,,112.6104167
