CJ_HeightDiff,CJ_Gracew,CJ_Fw,CJ_Sw,CJ_Dw,CJ_Frame,CJ_PosZ,CJ_PosX,,SJ_HeightDiff,SJ_Gracew,SJ_Fw,SJ_Frame,SJ_PosZ,SJ_PosX,,
-9350,11,109,110,173,512,-9415.799878,4330.271333,,-9350,11,195,364,-9413.325128,4439.75025,,109.4789167
-9360,11,110,110,174,512,-9425.424128,4332.401667,,-9360,11,195,364,-9413.325128,4439.75025,,107.3485833
-9370,11,110,110,172,513,-9435.590795,4333.733,,-9370,11,196,364,-9429.158462,4442.792,,109.059
-9380,11,110,111,173,513,-9444.860878,4335.863333,,-9380,11,197,364,-9445.825128,4445.83375,,109.9704167
-9390,11,111,111,174,513,-9455.735128,4337.993667,,-9390,11,194,365,-9454.001462,4447.000083,,109.0064167
-9400,11,109,110,176,512,-9465.581128,4339.886333,,-9400,11,198,364,-9463.325128,4448.8755,,108.9891667
-9410,11,111,112,173,514,-9475.171878,4341.455333,,-9410,11,195,365,-9468.584795,4450.041833,,108.5865
-9420,11,111,110,173,514,-9485.902545,4343.604667,,-9420,11,196,365,-9484.001462,4453.083583,,109.4789167
-9430,11,109,109,175,513,-9495.456878,4345.497333,,-9430,11,196,365,-9484.001462,4453.083583,,107.58625
-9440,11,110,109,176,513,-9505.789462,4347.627667,,-9440,11,197,365,-9500.251462,4456.125333,,108.4976667
-9450,11,112,111,173,515,-9515.796878,4349.196667,,-9450,11,194,366,-9510.094462,4457.291667,,108.095
-9460,11,109,111,175,514,-9524.934545,4351.089333,,-9460,11,195,366,-9524.261128,4460.333417,,109.2440833
-9470,11,111,110,176,514,-9535.683795,4353.219667,,-9470,11,199,365,-9535.251462,4462.208833,,108.9891667
-9480,11,109,112,174,515,-9544.850462,4354.551,,-9480,11,196,366,-9539.261128,4463.375167,,108.8241667
-9490,11,110,112,175,515,-9554.828878,4356.681333,,-9490,11,197,366,-9555.094462,4466.416917,,109.7355833
-9500,11,110,110,175,515,-9565.559545,4358.830667,,-9500,11,197,366,-9555.094462,4466.416917,,107.58625
-9510,11,110,113,174,516,-9574.744795,4360.143,,-9510,11,198,366,-9571.761128,4469.458667,,109.3156667
-9520,11,110,111,174,516,-9585.475462,4362.292333,,-9520,11,195,367,-9580.354128,4470.625,,108.3326667
-9530,11,110,112,175,516,-9595.870545,4364.422667,,-9530,11,196,367,-9594.937462,4473.66675,,109.2440833
-9540,11,109,110,177,515,-9605.591545,4366.315333,,-9540,11,196,367,-9594.937462,4473.66675,,107.3514167
-9550,11,111,112,174,517,-9614.953128,4367.884333,,-9550,11,197,367,-9610.354128,4476.7085,,108.8241667
-9560,11,112,112,175,517,-9625.764878,4370.014667,,-9560,11,194,368,-9623.530462,4477.874833,,107.8601667
-9570,11,110,111,177,516,-9635.069212,4371.907333,,-9570,11,198,367,-9626.604128,4479.75025,,107.8429167
-9580,11,112,113,174,518,-9645.680795,4373.476333,,-9580,11,199,367,-9643.687462,4482.792,,109.3156667
-9590,11,109,113,176,517,-9655.526795,4375.369,,-9590,11,196,368,-9651.030462,4483.958333,,108.5893333
-9600,11,110,110,176,517,-9665.424128,4377.518333,,-9600,11,200,367,-9661.604128,4485.83375,,108.3154167
-9610,11,111,110,177,517,-9675.694212,4379.648667,,-9610,11,197,368,-9666.030462,4487.000083,,107.3514167
-9620,11,110,111,175,518,-9685.402545,4380.98,,-9620,11,198,368,-9681.863795,4490.041833,,109.0618333
-9630,11,110,112,176,518,-9695.318462,4383.110333,,-9630,11,195,369,-9693.790128,4491.208167,,108.0978333
-9640,11,109,110,178,517,-9705.747795,4385.003,,-9640,11,199,368,-9698.530462,4493.083583,,108.0805833
-9650,11,110,113,175,519,-9715.713545,4386.572,,-9650,11,196,369,-9707.540128,4494.249917,,107.6779167
-9660,11,111,113,176,519,-9725.629462,4388.702333,,-9660,11,197,369,-9722.123462,4497.291667,,108.5893333
-9670,11,110,111,178,518,-9734.808795,4390.595,,-9670,11,201,368,-9734.363795,4499.167083,,108.5720833
-9680,11,112,113,175,520,-9744.774545,4392.164,,-9680,11,198,369,-9737.540128,4500.333417,,108.1694167
-9690,11,109,113,177,519,-9755.328878,4394.056667,,-9690,11,199,369,-9753.790128,4503.375167,,109.3185
-9700,11,111,112,178,519,-9765.119795,4396.187,,-9700,11,196,370,-9764.466462,4504.5415,,108.3545
-9710,11,111,110,178,519,-9775.850462,4398.336333,,-9710,11,200,369,-9770.873462,4506.416917,,108.0805833
-9720,11,111,110,176,520,-9785.683795,4399.667667,,-9720,11,197,370,-9778.633128,4507.58325,,107.9155833
-9730,11,110,112,177,520,-9795.537212,4401.798,,-9730,11,198,370,-9793.633128,4510.625,,108.827
-9740,11,112,111,178,520,-9805.744795,4403.928333,,-9740,11,198,370,-9793.633128,4510.625,,106.6966667
-9750,11,110,113,176,521,-9815.994795,4405.259667,,-9750,11,199,370,-9809.466462,4513.66675,,108.4070833
-9760,11,111,113,177,521,-9825.431545,4407.39,,-9760,11,196,371,-9821.809462,4514.833083,,107.4430833
-9770,11,110,111,179,520,-9835.319212,4409.282667,,-9770,11,197,371,-9835.559462,4517.874833,,108.5921667
-9780,11,111,114,176,522,-9845.889128,4410.851667,,-9780,11,201,370,-9843.633128,4519.75025,,108.8985833
-9790,11,113,113,177,522,-9855.742545,4412.982,,-9790,11,198,371,-9850.142795,4520.916583,,107.9345833
-9800,11,111,112,179,521,-9865.213545,4414.874667,,-9800,11,199,371,-9865.559462,4523.958333,,109.0836667
-9810,11,113,114,176,523,-9875.783462,4416.443667,,-9810,11,199,371,-9865.559462,4523.958333,,107.5146667
-9820,11,110,114,178,522,-9885.796128,4418.336333,,-9820,11,200,371,-9881.809462,4527.000083,,108.66375
-9830,11,111,111,178,522,-9895.693462,4420.485667,,-9830,11,197,372,-9892.902462,4528.166417,,107.68075
-9840,11,111,114,177,523,-9904.232878,4421.798,,-9840,11,201,371,-9898.892795,4530.041833,,108.2438333
-9850,11,111,112,177,523,-9915.796878,4423.947333,,-9850,11,198,372,-9907.069128,4531.208167,,107.2608333
-9860,11,112,112,178,523,-9925.171128,4426.077667,,-9860,11,199,372,-9922.069128,4534.249917,,108.17225
-9870,11,112,115,177,524,-9935.377212,4427.39,,-9870,11,203,371,-9935.559462,4536.125333,,108.7353333
-9880,11,112,113,177,524,-9945.274545,4429.539333,,-9880,11,200,372,-9937.902462,4537.291667,,107.7523333
-9890,11,113,113,178,524,-9955.898795,4431.669667,,-9890,11,201,372,-9954.569128,4540.333417,,108.66375
-9900,11,112,111,180,523,-9965.661462,4433.562333,,-9900,11,198,373,-9964.412128,4541.49975,,107.9374167
-9910,11,114,113,177,525,-9975.585545,4435.131333,,-9910,11,202,372,-9972.069128,4543.375167,,108.2438333
-9920,11,111,113,179,524,-9985.056545,4437.024,,-9920,11,199,373,-9978.995462,4544.5415,,107.5175
-9930,11,111,110,181,523,-9995.944212,4438.916667,,-9930,11,200,373,-9994.412128,4547.58325,,108.6665833
-9940,11,111,114,178,525,-10005.22246,4440.485667,,-9940,11,200,373,-9994.412128,4547.58325,,107.0975833
-9950,11,112,114,179,525,-10015.78421,4442.616,,-9950,11,201,373,-10010.66213,4550.625,,108.009
-9960,11,111,112,181,524,-10025.83854,4444.508667,,-9960,11,198,374,-10022.17179,4551.791333,,107.2826667
-9970,11,112,115,178,526,-10035.95013,4446.077667,,-9970,11,202,373,-10027.74546,4553.66675,,107.5890833
-9980,11,111,113,180,525,-10044.46279,4447.970333,,-9980,11,203,373,-10045.66213,4556.7085,,108.7381667
-9990,11,113,115,177,527,-10055.63688,4449.539333,,-9990,11,200,374,-10051.33846,4557.874833,,108.3355
-10000,11,111,114,179,526,-10064.27454,4451.432,,-10000,11,204,373,-10064.41213,4559.75025,,108.31825
